tab	pmag_specimens
er_specimen_name	measurement_step_min	measurement_step_max	specimen_lab_field_dc_uT	specimen_int_corr_anisotropy	specimen_int_corr_nlt	specimen_int_corr_cooling_rate	specimen_int_uT	specimen_frac	specimen_int_ptrm_n	specimen_b_beta	specimen_int_dang	specimen_scat
mc44b	350	570	40	1.00	-1.00	-	24.4	7.879e-01	6.000e+00	4.677e-02	9.851e-02	Pass
mc44b	350	580	40	1.00	-1.00	-	23.4	8.139e-01	6.000e+00	4.784e-02	2.087e-02	Pass
mc44h	100	550	40	1.00	-1.00	-	17.0	7.964e-01	5.000e+00	5.139e-02	3.210e+00	Pass
mc48f	0	550	40	1.00	-1.00	-	15.4	8.117e-01	5.000e+00	3.756e-02	5.879e+00	Pass
mc48f	100	550	40	1.00	-1.00	-	15.4	8.019e-01	5.000e+00	4.126e-02	5.799e+00	Pass
mc48g	0	550	40	1.00	-1.00	-	15.2	8.471e-01	5.000e+00	3.794e-02	2.245e+00	Pass
mc48g	100	550	40	1.00	-1.00	-	15.0	8.061e-01	5.000e+00	3.907e-02	1.722e+00	Pass
mc50a	0	525	40	1.00	-1.00	-	35.9	8.646e-01	4.000e+00	3.386e-02	1.609e+00	Pass
mc50a	0	550	40	1.00	-1.00	-	35.6	9.616e-01	5.000e+00	2.428e-02	1.063e+00	Pass
mc50a	100	525	40	1.00	-1.00	-	36.1	8.469e-01	4.000e+00	3.455e-02	1.618e+00	Pass
mc50a	100	550	40	1.00	-1.00	-	35.7	9.439e-01	5.000e+00	2.478e-02	1.079e+00	Pass
mc50a	150	525	40	1.00	-1.00	-	36.1	8.411e-01	4.000e+00	3.784e-02	1.624e+00	Pass
mc50a	150	550	40	1.00	-1.00	-	35.8	9.380e-01	5.000e+00	2.701e-02	1.092e+00	Pass
mc50a	200	525	40	1.00	-1.00	-	36.1	8.390e-01	4.000e+00	4.196e-02	1.568e+00	Pass
mc50a	200	550	40	1.00	-1.00	-	35.7	9.360e-01	5.000e+00	2.969e-02	1.070e+00	Pass
mc50a	250	525	40	1.00	-1.00	-	35.8	8.266e-01	4.000e+00	4.616e-02	1.494e+00	Pass
mc50a	250	550	40	1.00	-1.00	-	35.4	9.236e-01	5.000e+00	3.222e-02	1.040e+00	Pass
mc50a	300	525	40	1.00	-1.00	-	35.3	8.092e-01	4.000e+00	5.035e-02	1.394e+00	Pass
mc50a	300	550	40	1.00	-1.00	-	35.1	9.061e-01	5.000e+00	3.445e-02	9.920e-01	Pass
mc50a	350	550	40	1.00	-1.00	-	34.5	8.714e-01	5.000e+00	3.612e-02	8.785e-01	Pass
mc50a	400	550	40	1.00	-1.00	-	33.7	8.103e-01	5.000e+00	3.965e-02	5.265e-01	Pass
mc50b	0	570	40	1.00	-1.00	-	33.8	9.198e-01	6.000e+00	2.814e-02	1.260e+00	Pass
mc50b	0	580	40	1.00	-1.00	-	33.7	9.569e-01	6.000e+00	2.357e-02	1.002e+00	Pass
mc50b	100	550	40	1.00	-1.00	-	35.0	8.566e-01	5.000e+00	2.959e-02	1.524e+00	Pass
mc50b	100	570	40	1.00	-1.00	-	34.2	9.109e-01	6.000e+00	2.547e-02	1.295e+00	Pass
mc50b	100	580	40	1.00	-1.00	-	34.0	9.480e-01	6.000e+00	2.135e-02	1.033e+00	Pass
mc50b	150	550	40	1.00	-1.00	-	35.5	8.426e-01	5.000e+00	2.603e-02	1.542e+00	Pass
mc50b	150	570	40	1.00	-1.00	-	34.5	8.969e-01	6.000e+00	2.400e-02	1.315e+00	Pass
mc50b	150	580	40	1.00	-1.00	-	34.4	9.340e-01	6.000e+00	2.016e-02	1.054e+00	Pass
mc50b	200	550	40	1.00	-1.00	-	35.9	8.358e-01	5.000e+00	2.448e-02	1.507e+00	Pass
mc50b	200	570	40	1.00	-1.00	-	34.9	8.901e-01	6.000e+00	2.437e-02	1.302e+00	Pass
mc50b	200	580	40	1.00	-1.00	-	34.6	9.272e-01	6.000e+00	2.052e-02	1.049e+00	Pass
mc50b	250	550	40	1.00	-1.00	-	36.4	8.237e-01	5.000e+00	2.401e-02	1.417e+00	Pass
mc50b	250	570	40	1.00	-1.00	-	35.1	8.780e-01	6.000e+00	2.610e-02	1.260e+00	Pass
mc50b	250	580	40	1.00	-1.00	-	34.9	9.151e-01	6.000e+00	2.200e-02	1.019e+00	Pass
mc50b	300	550	40	1.00	-1.00	-	36.9	8.061e-01	5.000e+00	2.385e-02	1.355e+00	Pass
mc50b	300	570	40	1.00	-1.00	-	35.4	8.604e-01	6.000e+00	2.922e-02	1.233e+00	Pass
mc50b	300	580	40	1.00	-1.00	-	35.1	8.975e-01	6.000e+00	2.463e-02	1.002e+00	Pass
mc50b	350	570	40	1.00	-1.00	-	35.8	8.217e-01	6.000e+00	3.445e-02	1.119e+00	Pass
mc50b	350	580	40	1.00	-1.00	-	35.4	8.588e-01	6.000e+00	2.896e-02	9.109e-01	Pass
mc50b	400	580	40	1.00	-1.00	-	35.4	7.902e-01	6.000e+00	3.700e-02	7.338e-01	Pass
mc50f	0	550	40	1.00	-1.00	-	34.4	9.191e-01	5.000e+00	2.355e-02	6.916e-01	Pass
mc50f	0	570	40	1.00	-1.00	-	32.1	9.520e-01	6.000e+00	3.279e-02	8.101e-01	Pass
mc50f	0	580	40	1.00	-1.00	-	31.0	9.677e-01	6.000e+00	3.243e-02	9.619e-01	Pass
mc50f	100	550	40	1.00	-1.00	-	34.8	9.052e-01	5.000e+00	1.847e-02	6.401e-01	Pass
mc50f	100	570	40	1.00	-1.00	-	32.4	9.381e-01	6.000e+00	3.375e-02	7.968e-01	Pass
mc50f	100	580	40	1.00	-1.00	-	31.2	9.538e-01	6.000e+00	3.407e-02	9.705e-01	Pass
mc50f	150	550	40	1.00	-1.00	-	35.1	8.943e-01	5.000e+00	1.771e-02	6.093e-01	Pass
mc50f	150	570	40	1.00	-1.00	-	32.5	9.272e-01	6.000e+00	3.670e-02	7.987e-01	Pass
mc50f	150	580	40	1.00	-1.00	-	31.3	9.429e-01	6.000e+00	3.711e-02	9.948e-01	Pass
mc50f	200	550	40	1.00	-1.00	-	35.1	8.843e-01	5.000e+00	1.986e-02	6.772e-01	Pass
mc50f	200	570	40	1.00	-1.00	-	32.4	9.172e-01	6.000e+00	4.057e-02	8.764e-01	Pass
mc50f	200	580	40	1.00	-1.00	-	31.1	9.329e-01	6.000e+00	4.072e-02	1.086e+00	Pass
mc50f	250	550	40	1.00	-1.00	-	34.9	8.606e-01	5.000e+00	2.186e-02	7.882e-01	Pass
mc50f	250	570	40	1.00	-1.00	-	32.1	8.936e-01	6.000e+00	4.495e-02	9.852e-01	Pass
mc50f	250	580	40	1.00	-1.00	-	30.8	9.093e-01	6.000e+00	4.477e-02	1.211e+00	Pass
mc50f	300	550	40	1.00	-1.00	-	34.7	8.364e-01	5.000e+00	2.470e-02	7.877e-01	Pass
mc50f	300	570	40	1.00	-1.00	-	31.7	8.694e-01	6.000e+00	5.094e-02	1.045e+00	Pass
mc50f	300	580	40	1.00	-1.00	-	30.4	8.851e-01	6.000e+00	5.018e-02	1.316e+00	Pass
mc50f	350	550	40	1.00	-1.00	-	34.2	7.876e-01	5.000e+00	2.724e-02	8.562e-01	Pass
mc50f	350	570	40	1.00	-1.00	-	31.1	8.206e-01	6.000e+00	5.875e-02	1.173e+00	Pass
mc50f	350	580	40	1.00	-1.00	-	29.8	8.363e-01	6.000e+00	5.704e-02	1.502e+00	Pass
